S.No.,State,City,Station Name,Current AQI value
546,Uttar Pradesh,,"Nagar Nigam, Prayagraj - UPPCB",81
547,Uttar Pradesh,Raebareli," Indira Nagar, Raebareli - NTPC Unchahar",Insufficient data available in last 24 hours.
548,Uttar Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",75
549,Uttar Pradesh,,"Bhelupur, Varanasi - UPPCB",70
550,Uttar Pradesh,,"IESD Banaras Hindu University, Varanasi - UPPCB",107
551,Uttar Pradesh,,"Maldahiya, Varanasi - UPPCB",79
552,Uttar Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",108
553,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",224
554,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",134
555,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",175
556,West Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",93
557,West Bengal,,"Evelyn Lodge, Asansol - WBPCB",85
558,West Bengal,,"Mahabir Colliery, Asansol - WBPCB",87
559,West Bengal,,"Trivenidevi Bhalotia College, Asansol - WBPCB",76
560,West Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",61
561,West Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",102
562,West Bengal,,"PCBL Residential Complex, Durgapur - WBPCB",Insufficient data available in last 24 hours.
563,West Bengal,,"Womens College_City Center, Durgapur - WBPCB",115
564,West Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",91
565,West Bengal,Howrah,"Belur Math, Howrah - WBPCB",90
566,West Bengal,,"Botanical Garden, Howrah - WBPCB",67
567,West Bengal,,"Dasnagar, Howrah - WBPCB",65
568,West Bengal,,"Ghusuri, Howrah - WBPCB",113
569,West Bengal,,"Padmapukur, Howrah - WBPCB",108
570,West Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",78
571,West Bengal,,"Bidhannagar, Kolkata - WBPCB",103
572,West Bengal,,"Fort William, Kolkata - WBPCB",55
573,West Bengal,,"Jadavpur, Kolkata - WBPCB",79
574,West Bengal,,"Rabindra Bharati University, Kolkata - WBPCB",94
575,West Bengal,,"Rabindra Sarobar, Kolkata - WBPCB",67
576,West Bengal,,"Victoria, Kolkata - WBPCB",59
577,West Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",154
