Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2025-01-01 00:00:00,42.17,75.66,8.91,5.94,16.85,19.01,22.23,0.93,30.57,0.70,1.35,1.49,NA,1.02,2.58,19.06,60.42,0.52,110.80,0.00,0.00,60.52,NA,NA
2025-01-02 00:00:00,38.76,72.93,8.95,5.96,16.91,19.00,22.00,0.97,27.16,0.68,1.41,1.56,NA,1.04,2.69,17.89,47.77,0.50,104.43,0.00,0.00,56.49,NA,NA
2025-01-03 00:00:00,38.02,72.45,8.91,5.95,16.86,19.01,23.20,0.91,31.60,0.75,1.39,1.58,NA,1.15,2.95,17.87,38.77,0.57,106.34,0.00,0.00,66.90,NA,NA
2025-01-04 00:00:00,45.08,75.64,9.63,13.30,25.27,18.11,24.19,0.82,35.98,0.64,1.27,1.32,NA,0.86,2.00,17.85,42.18,0.64,95.54,0.00,0.00,76.16,NA,NA
2025-01-05 00:00:00,41.20,74.31,11.47,21.28,34.68,16.35,23.49,0.82,38.12,0.63,1.23,1.18,NA,0.78,1.38,17.73,54.12,0.53,85.24,0.00,0.00,104.00,NA,NA
2025-01-06 00:00:00,47.71,78.41,10.19,19.47,31.72,17.48,21.37,0.79,46.34,0.59,1.16,1.14,NA,0.75,1.63,19.65,46.93,0.52,91.05,0.00,0.00,119.65,NA,NA
2025-01-07 00:00:00,46.07,77.55,13.90,25.73,41.79,16.83,23.54,0.91,35.02,0.71,1.30,1.46,NA,0.94,2.65,17.95,53.79,0.47,139.95,0.00,0.00,64.45,NA,NA
2025-01-08 00:00:00,42.86,76.37,15.88,26.11,44.04,16.04,23.71,0.89,36.02,0.69,1.32,1.42,NA,0.95,2.47,17.51,48.57,0.39,99.45,0.00,0.00,64.72,NA,NA
2025-01-09 00:00:00,39.83,71.93,15.82,24.10,41.94,15.10,22.29,0.81,27.84,0.57,1.31,1.28,NA,0.77,1.34,13.91,49.99,0.52,98.08,0.00,0.00,0.87,NA,NA
2025-01-10 00:00:00,61.33,90.20,9.47,16.15,27.68,17.88,22.11,0.82,45.59,0.55,1.04,0.99,NA,0.67,0.93,18.10,54.75,0.56,88.55,0.00,0.00,80.05,NA,NA
2025-01-11 00:00:00,41.98,75.59,9.70,14.44,26.14,17.76,23.00,0.76,44.11,0.50,1.06,0.93,NA,0.65,0.55,17.12,64.26,0.59,90.73,0.00,0.00,47.37,NA,NA
2025-01-12 00:00:00,43.65,75.00,9.76,13.42,25.15,17.87,23.84,0.76,43.56,0.50,1.07,0.94,NA,0.63,0.46,16.90,68.52,0.56,90.84,0.00,0.00,43.82,NA,NA
2025-01-13 00:00:00,41.57,74.31,11.36,16.10,29.46,17.01,23.10,0.80,31.51,0.59,1.29,1.18,NA,0.74,1.03,17.27,66.58,0.49,91.60,0.00,0.00,65.50,NA,NA
2025-01-14 00:00:00,42.11,74.18,11.14,14.51,27.65,17.32,23.02,0.79,32.54,0.57,1.29,1.14,NA,0.70,0.86,17.46,68.50,0.49,98.97,0.00,0.00,59.11,NA,NA
2025-01-15 00:00:00,40.59,73.56,10.13,13.13,25.27,17.75,22.74,0.78,34.10,0.47,1.15,1.01,NA,0.65,0.64,17.35,68.53,0.56,93.16,0.00,0.00,43.67,NA,NA
2025-01-16 00:00:00,42.46,74.14,10.41,14.06,26.47,17.63,22.72,0.80,35.16,0.51,1.17,1.02,NA,0.66,0.72,17.90,67.23,0.53,89.10,0.00,0.00,49.59,NA,NA
2025-01-17 00:00:00,41.44,75.56,12.26,18.11,32.37,17.33,22.67,0.89,33.91,0.62,1.35,1.28,NA,0.77,1.41,18.15,63.13,0.33,96.75,0.00,0.00,59.51,NA,NA
2025-01-18 00:00:00,43.70,75.35,10.93,17.16,30.05,17.19,22.97,0.85,38.05,0.67,1.32,1.22,NA,0.78,1.28,17.31,64.36,0.40,89.53,0.00,0.00,54.58,NA,NA
2025-01-19 00:00:00,43.97,76.94,12.00,21.50,35.43,16.25,22.85,0.95,36.85,0.72,1.55,1.34,NA,0.92,1.71,18.14,54.43,0.33,104.67,0.00,0.00,63.20,NA,NA
2025-01-20 00:00:00,39.03,74.00,13.89,24.05,40.26,16.90,22.69,0.93,35.79,0.63,1.32,1.28,NA,0.79,1.59,18.60,42.49,0.28,109.62,0.00,0.00,94.98,NA,NA
2025-01-21 00:00:00,39.19,76.05,20.91,31.59,54.58,13.77,23.82,1.01,27.21,0.84,1.55,1.70,NA,1.19,3.21,18.81,35.79,0.40,90.30,0.00,0.00,79.57,NA,NA
2025-01-22 00:00:00,43.19,74.74,13.62,22.36,37.91,15.89,23.43,0.88,35.28,0.77,1.43,1.47,NA,1.08,2.37,18.67,45.90,0.35,88.55,0.00,0.00,76.02,NA,NA
2025-01-23 00:00:00,44.30,76.48,9.86,15.32,27.14,17.78,23.61,0.73,35.32,0.54,1.14,1.01,NA,0.67,0.85,18.25,64.16,0.41,90.94,0.00,0.00,74.07,NA,NA
2025-01-24 00:00:00,39.67,74.20,10.66,15.93,28.64,17.37,22.42,0.81,30.67,0.55,1.26,1.11,NA,0.73,1.12,18.41,62.14,0.37,93.67,0.00,0.00,81.93,NA,NA
2025-01-25 00:00:00,37.96,73.49,12.00,20.28,34.31,16.59,22.45,0.86,27.27,0.61,1.42,1.30,NA,0.82,1.74,18.89,53.71,0.38,89.88,0.00,0.00,73.69,NA,NA
2025-01-26 00:00:00,38.71,76.20,21.13,25.55,48.68,13.80,23.49,0.92,27.98,0.79,1.44,1.46,NA,1.03,2.61,19.37,46.29,0.42,83.85,0.00,0.00,74.20,NA,NA
2025-01-27 00:00:00,39.74,74.40,23.86,30.58,57.51,13.49,23.56,1.06,27.25,0.89,1.38,1.64,NA,1.30,3.71,19.98,44.08,0.34,84.53,0.00,0.00,75.28,NA,NA
2025-01-28 00:00:00,48.20,78.42,12.77,23.78,38.58,15.87,21.82,0.90,32.78,0.71,1.24,1.28,NA,0.87,2.19,19.83,47.47,0.34,79.27,0.00,0.00,69.96,NA,NA
2025-01-29 00:00:00,39.63,75.17,10.09,17.49,29.58,17.33,23.94,0.75,34.50,0.51,1.13,1.03,NA,0.70,1.05,19.46,51.69,0.41,90.00,0.00,0.00,73.62,NA,NA
2025-01-30 00:00:00,42.67,74.88,11.04,18.50,31.82,17.56,22.90,0.79,31.17,0.54,1.20,1.09,NA,0.73,1.25,19.31,58.31,0.44,88.36,0.00,0.00,74.85,NA,NA
2025-01-31 00:00:00,44.15,75.64,11.05,21.28,34.33,16.66,22.80,0.86,30.50,0.63,1.27,1.18,NA,0.78,1.59,20.55,51.04,0.41,87.59,0.00,0.00,70.48,NA,NA
2025-02-01 00:00:00,39.02,80.92,11.28,20.84,33.91,16.42,22.35,0.83,25.79,0.62,1.25,1.23,NA,0.81,1.78,21.13,48.73,0.43,92.31,0.00,0.00,80.26,NA,NA
2025-02-02 00:00:00,40.09,76.56,11.36,18.67,32.09,16.80,22.73,0.83,27.78,0.56,1.19,1.07,NA,0.72,1.21,21.33,44.95,0.38,88.84,0.00,0.00,81.23,NA,NA
2025-02-03 00:00:00,38.50,72.70,14.97,22.19,39.42,16.04,23.06,0.79,25.12,0.64,1.27,1.26,NA,0.85,2.01,21.39,43.83,0.35,92.85,0.00,0.00,82.61,NA,NA
2025-02-04 00:00:00,41.49,73.78,16.52,24.35,42.81,15.18,23.24,0.90,27.85,0.76,1.26,1.37,NA,1.06,2.74,21.90,39.54,0.35,87.86,0.00,0.00,75.81,NA,NA
2025-02-05 00:00:00,41.84,75.96,14.05,24.13,40.02,15.83,23.48,0.92,27.61,0.65,1.26,1.15,NA,0.79,1.82,22.49,37.18,0.36,89.93,0.00,0.00,72.74,NA,NA
2025-02-06 00:00:00,40.48,73.51,10.69,18.68,31.37,17.03,23.34,0.81,26.44,0.55,1.16,1.06,NA,0.74,1.35,22.08,40.61,0.37,85.98,0.00,0.00,69.85,NA,NA
2025-02-07 00:00:00,51.85,80.43,14.68,23.51,40.01,16.29,22.20,0.88,24.77,0.69,1.26,1.26,NA,0.87,2.13,21.79,45.54,0.31,87.02,0.00,0.00,59.86,NA,NA
2025-02-08 00:00:00,43.90,76.14,16.33,23.97,42.76,15.59,22.84,0.89,25.32,0.65,1.25,1.25,NA,0.92,2.10,22.01,43.76,0.33,86.21,0.00,0.00,61.66,NA,NA
2025-02-09 00:00:00,44.04,76.29,10.56,18.36,30.92,16.81,22.30,0.83,28.69,0.63,1.29,1.23,NA,0.90,1.77,21.56,47.54,0.37,89.52,0.00,0.00,67.00,NA,NA
2025-02-10 00:00:00,43.52,75.25,9.97,16.92,28.91,17.45,22.27,0.82,27.99,0.59,1.16,1.09,NA,0.75,1.40,21.53,52.03,0.45,88.37,0.00,0.00,64.30,NA,NA
2025-02-11 00:00:00,47.18,77.15,10.44,19.26,31.84,17.23,22.79,0.86,27.06,0.60,1.25,1.10,NA,0.78,1.53,22.03,47.96,0.45,84.41,0.00,0.00,58.00,NA,NA
2025-02-12 00:00:00,48.55,76.54,14.51,27.10,43.98,16.64,22.93,1.01,23.50,0.77,1.33,1.38,NA,0.96,2.78,22.71,42.86,0.55,89.92,0.00,0.00,55.07,NA,NA
2025-02-13 00:00:00,43.26,76.73,22.47,36.84,61.56,15.50,23.29,1.19,21.39,1.04,1.44,1.81,NA,1.48,4.74,22.83,36.99,0.83,64.27,0.00,0.00,60.98,NA,NA
2025-02-14 00:00:00,44.04,77.42,14.73,29.02,45.89,16.14,23.94,0.98,25.51,0.78,1.39,1.93,NA,1.28,3.24,21.91,33.50,0.62,93.14,0.00,0.00,60.37,NA,NA
2025-02-15 00:00:00,41.78,76.04,30.06,38.04,70.21,13.75,25.42,1.20,21.87,0.96,1.40,2.02,NA,1.45,4.40,22.15,29.87,0.45,117.53,0.00,0.00,61.85,NA,NA
2025-02-16 00:00:00,41.33,76.50,29.71,34.96,66.71,12.40,25.78,1.18,23.86,1.01,1.40,1.71,NA,1.39,4.00,22.16,31.41,0.46,82.24,0.00,0.00,61.65,NA,NA
2025-02-17 00:00:00,54.34,91.07,10.89,23.08,36.00,16.49,23.15,0.81,24.79,0.64,1.15,1.17,NA,0.80,1.91,22.40,38.39,0.66,82.00,0.00,0.00,56.73,NA,NA
2025-02-18 00:00:00,45.00,76.93,12.01,24.10,38.32,16.73,23.64,0.91,24.28,0.72,1.23,1.21,NA,0.86,2.14,22.82,44.55,0.88,78.15,0.00,0.00,48.67,NA,NA
2025-02-19 00:00:00,42.51,73.84,11.26,20.90,35.57,16.73,22.80,0.82,21.70,0.61,1.29,1.16,NA,0.74,1.55,21.51,50.38,0.71,73.96,0.00,0.00,54.09,NA,NA
2025-02-20 00:00:00,68.76,88.80,9.97,6.26,18.21,18.77,21.27,0.67,31.79,0.64,1.05,1.10,NA,0.80,1.76,24.31,48.45,0.49,79.22,0.00,0.00,60.12,NA,NA
2025-02-21 00:00:00,56.94,83.35,8.97,5.96,16.93,19.00,21.90,0.77,25.10,0.54,1.16,1.10,NA,0.73,1.19,22.29,54.13,0.51,83.14,0.00,0.00,43.13,NA,NA
2025-02-22 00:00:00,41.57,76.21,8.99,5.97,16.96,18.99,23.04,0.93,23.89,0.76,1.30,1.43,NA,1.08,2.92,23.05,45.27,0.60,71.32,0.00,0.00,55.03,NA,NA
2025-02-23 00:00:00,40.96,74.74,8.96,5.96,16.92,19.00,22.96,0.77,24.61,0.62,1.30,1.29,NA,0.88,1.93,22.64,40.38,0.53,87.00,0.00,0.00,32.28,NA,NA
2025-02-24 00:00:00,39.59,72.44,9.34,11.53,23.02,18.29,23.19,0.79,27.92,0.55,1.20,1.13,NA,0.75,1.42,21.83,32.80,0.61,82.58,0.00,0.00,55.84,NA,NA
2025-02-25 00:00:00,44.17,76.22,11.31,16.92,30.72,18.20,23.02,0.75,26.40,0.49,1.15,1.05,NA,0.73,1.13,21.22,46.43,0.58,83.82,0.00,0.00,55.44,NA,NA
2025-02-26 00:00:00,40.04,74.46,10.72,17.02,29.66,17.14,23.39,0.79,25.93,0.54,1.24,1.13,NA,0.75,1.23,21.38,49.36,0.49,82.64,0.00,0.00,39.31,NA,NA
2025-02-27 00:00:00,41.43,74.74,10.00,16.79,28.82,17.45,23.85,0.72,30.07,0.51,1.13,1.03,NA,0.69,1.01,21.76,46.81,0.52,78.18,0.00,0.00,53.87,NA,NA
2025-02-28 00:00:00,41.10,76.72,9.55,15.78,27.28,17.63,22.88,0.75,30.53,0.50,1.13,1.00,NA,0.67,0.84,21.78,48.04,0.55,83.69,0.00,0.00,52.91,NA,NA
2025-03-01 00:00:00,41.60,76.00,9.77,15.76,27.50,17.62,23.30,0.74,26.96,0.48,1.14,1.00,NA,0.68,0.87,21.89,44.83,0.56,82.87,0.00,0.00,56.05,NA,NA
2025-03-02 00:00:00,37.45,71.31,10.60,18.69,31.44,16.88,23.48,0.82,23.33,0.54,1.21,1.09,NA,0.77,1.32,22.89,40.14,0.51,81.71,0.00,0.00,55.03,NA,NA
2025-03-03 00:00:00,44.50,74.87,19.06,33.67,54.89,15.73,23.07,1.20,18.70,0.90,1.26,1.59,NA,1.19,4.00,24.26,33.42,0.54,76.74,0.00,0.00,51.63,NA,NA
2025-03-04 00:00:00,49.30,77.29,36.11,36.68,74.63,11.79,25.63,1.33,21.29,1.26,1.44,2.21,NA,2.01,6.29,24.29,36.56,0.41,83.92,0.00,0.00,44.84,NA,NA
2025-03-05 00:00:00,40.84,75.92,29.81,37.57,69.50,14.12,24.61,1.25,18.98,1.17,1.51,2.14,NA,2.07,6.39,23.77,29.78,0.37,120.08,0.00,0.00,55.97,NA,NA
2025-03-06 00:00:00,37.98,73.93,22.20,35.99,60.33,15.47,37.41,1.10,19.19,0.91,1.52,1.57,NA,1.51,3.69,22.28,16.93,0.37,87.10,0.00,0.00,62.50,NA,NA
2025-03-07 00:00:00,40.50,76.41,30.60,38.10,70.57,13.20,23.94,1.25,20.15,1.24,1.54,1.90,NA,1.94,4.98,22.37,23.75,0.32,96.00,0.00,0.00,59.55,NA,NA
2025-03-08 00:00:00,57.22,85.81,26.82,37.39,66.55,14.26,15.96,1.36,23.07,1.22,1.38,1.82,NA,1.62,4.88,22.47,26.59,0.35,80.95,0.00,0.00,25.11,NA,NA
2025-03-09 00:00:00,44.48,77.93,10.64,18.49,31.03,16.94,9.51,0.84,25.80,0.65,1.17,1.14,NA,0.81,1.54,22.55,45.86,0.42,83.15,0.00,0.00,48.90,NA,NA
2025-03-10 00:00:00,40.59,75.39,9.59,13.40,24.99,17.97,7.97,0.78,24.44,0.44,1.09,0.93,NA,0.64,0.62,21.06,58.42,0.47,83.46,0.00,0.00,48.40,NA,NA
2025-03-11 00:00:00,61.62,93.96,9.59,17.02,29.02,17.28,7.92,0.89,28.27,0.58,1.09,1.09,NA,0.78,1.48,23.86,41.03,0.42,80.84,0.00,0.00,73.32,NA,NA
2025-03-12 00:00:00,48.29,81.94,11.84,27.01,40.91,15.66,7.34,1.06,23.88,0.86,1.24,1.42,NA,1.06,2.93,24.01,37.05,0.35,91.40,0.00,0.00,52.48,NA,NA
2025-03-13 00:00:00,58.93,85.62,11.13,25.12,38.40,16.42,7.54,0.97,23.52,0.72,1.15,1.24,NA,0.92,2.43,25.03,38.11,0.34,81.87,0.00,0.00,47.21,NA,NA
2025-03-14 00:00:00,51.51,81.70,11.14,22.39,35.53,16.32,7.77,0.91,24.58,0.67,1.08,1.09,NA,0.76,1.62,25.88,35.11,0.40,74.32,0.00,0.00,45.96,NA,NA
