Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2025-01-01 00:00:00,30.36,61.35,9.35,13.50,22.86,8.69,11.81,2.33,17.02,0.30,0.83,NA,NA,1.06,0.56,NA,59.50,0.06,123.04,0.00,0.00,139.05,NA,NA
2025-01-02 00:00:00,36.38,66.90,10.47,14.45,24.72,10.73,20.97,0.70,15.06,0.27,0.79,NA,NA,1.08,0.54,NA,44.84,0.06,109.70,0.00,0.00,143.27,NA,NA
2025-01-03 00:00:00,32.70,62.58,10.00,13.96,23.79,11.83,21.44,0.85,13.51,0.42,0.97,NA,NA,1.10,0.70,NA,42.30,0.07,164.62,0.00,0.00,113.53,NA,NA
2025-01-04 00:00:00,29.57,61.06,6.77,11.24,16.99,10.39,19.39,0.65,21.12,0.37,1.02,NA,NA,1.11,0.64,NA,43.91,0.07,145.82,0.00,0.00,167.58,NA,NA
2025-01-05 00:00:00,31.81,61.90,6.76,11.22,16.92,10.30,14.52,0.76,23.99,0.35,1.02,NA,NA,1.05,0.45,NA,54.56,0.06,135.68,0.00,0.00,161.22,NA,NA
2025-01-06 00:00:00,29.11,59.01,6.76,11.21,16.99,10.40,12.64,0.59,28.16,0.17,0.62,NA,NA,0.99,0.29,NA,58.13,0.06,161.94,0.00,0.00,159.60,NA,NA
2025-01-07 00:00:00,38.65,73.99,8.30,13.50,21.45,11.53,12.76,0.81,26.18,0.78,1.57,NA,NA,1.95,1.87,NA,53.47,0.07,119.07,0.00,0.00,142.89,NA,NA
2025-01-08 00:00:00,31.65,63.69,8.87,14.03,23.04,11.42,16.47,0.61,20.32,0.76,1.52,NA,NA,1.89,1.81,NA,51.92,0.06,116.88,0.00,0.00,129.22,NA,NA
2025-01-09 00:00:00,NA,NA,7.88,11.98,19.71,9.69,17.96,0.65,19.59,0.00,0.00,NA,NA,NA,NA,NA,49.21,0.06,144.43,0.00,0.00,183.41,NA,NA
2025-01-10 00:00:00,44.07,75.16,5.76,12.78,18.59,9.07,12.12,0.68,25.22,0.17,0.50,NA,NA,0.96,0.32,NA,54.95,0.05,131.80,0.00,0.00,153.42,NA,NA
2025-01-11 00:00:00,30.03,59.81,4.40,13.34,17.77,8.63,12.52,0.64,24.54,0.18,0.55,NA,NA,1.00,0.32,NA,60.63,0.04,130.86,0.00,0.00,131.08,NA,NA
2025-01-12 00:00:00,29.47,60.03,4.41,13.33,17.78,8.63,11.47,0.66,26.32,0.18,0.54,NA,NA,1.00,0.29,NA,65.34,0.05,135.20,0.00,0.00,112.79,NA,NA
2025-01-13 00:00:00,31.17,60.66,5.67,9.89,15.53,10.60,11.72,0.78,18.04,0.25,0.64,NA,NA,1.02,0.34,NA,66.14,0.06,126.73,0.00,0.00,126.79,NA,NA
2025-01-14 00:00:00,29.93,60.18,6.26,8.23,14.45,11.50,11.87,0.64,20.74,0.21,0.63,NA,NA,0.99,0.30,NA,65.35,0.05,116.19,0.00,0.00,127.01,NA,NA
2025-01-15 00:00:00,28.74,57.06,9.27,13.98,23.25,12.91,11.51,0.56,20.48,0.14,0.54,NA,NA,0.99,0.25,NA,64.38,0.05,138.38,0.00,0.00,131.74,NA,NA
2025-01-16 00:00:00,31.96,62.03,10.19,16.19,26.53,12.84,11.22,0.67,19.37,0.23,0.59,NA,NA,0.94,0.41,NA,64.77,0.05,140.14,0.00,0.00,116.86,NA,NA
2025-01-17 00:00:00,32.17,64.12,5.88,9.81,15.78,8.65,11.04,0.73,19.95,0.23,0.64,NA,NA,1.03,0.37,NA,62.61,0.05,112.71,0.00,0.00,126.76,NA,NA
2025-01-18 00:00:00,57.74,83.66,7.13,11.10,18.24,9.26,9.18,0.70,24.58,0.24,0.59,NA,NA,1.01,0.32,NA,61.94,0.05,137.89,0.00,0.00,130.21,NA,NA
2025-01-19 00:00:00,36.37,67.56,7.82,11.92,19.81,9.63,14.46,0.84,20.74,0.34,0.77,NA,NA,1.05,0.45,NA,54.03,0.06,134.49,0.00,0.00,146.20,NA,NA
2025-01-20 00:00:00,32.14,64.25,8.29,12.79,20.98,9.98,17.70,0.90,12.68,0.32,0.72,NA,NA,1.05,0.45,NA,55.99,0.07,155.81,0.00,0.00,121.11,NA,NA
2025-01-21 00:00:00,53.86,98.25,11.34,18.17,29.26,12.68,14.08,0.87,22.44,0.21,0.57,NA,NA,0.99,0.44,NA,23.16,0.06,122.32,0.00,0.00,261.32,NA,NA
2025-01-22 00:00:00,36.66,65.88,8.88,14.56,23.44,11.06,16.11,0.80,22.80,0.30,0.71,NA,NA,1.05,0.47,NA,44.65,0.07,127.35,0.00,0.00,156.39,NA,NA
2025-01-23 00:00:00,37.65,67.49,4.99,8.62,14.01,9.41,9.51,0.53,21.93,0.16,0.52,NA,NA,1.04,0.34,NA,62.97,0.04,128.70,0.00,0.00,156.20,NA,NA
2025-01-24 00:00:00,50.13,96.08,5.55,11.46,17.47,12.38,9.51,0.66,14.88,0.53,1.45,NA,NA,1.23,0.57,NA,61.30,0.05,133.35,0.00,0.00,167.64,NA,NA
2025-01-25 00:00:00,31.42,60.62,6.26,14.15,20.38,13.66,12.33,0.68,13.48,0.89,2.35,NA,NA,1.35,0.79,NA,53.83,0.06,149.15,0.00,0.00,165.30,NA,NA
2025-01-26 00:00:00,29.11,60.68,6.28,14.18,20.37,13.69,13.83,0.69,16.96,0.89,2.35,NA,NA,1.36,0.79,NA,43.88,0.07,159.14,0.00,0.00,156.39,NA,NA
