Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2025-01-01 00:00:00,30.66,77.27,6.85,8.10,14.90,18.68,11.76,0.43,34.48,0.89,2.05,1.37,NA,0.78,0.84,22.72,64.38,1.19,39.30,0.00,0.00,96.43,NA,NA
2025-01-02 00:00:00,34.39,74.57,6.04,8.74,14.78,22.72,6.44,0.41,22.11,0.70,2.08,1.81,NA,0.88,0.80,21.59,50.76,1.30,30.98,0.00,0.00,107.99,NA,NA
2025-01-03 00:00:00,33.46,75.76,6.14,10.67,16.80,17.71,7.71,0.39,24.61,0.72,1.98,1.54,NA,0.91,0.95,21.75,39.93,1.42,38.94,0.00,0.00,116.95,NA,NA
2025-01-04 00:00:00,32.07,67.85,6.56,12.02,18.60,17.14,7.88,0.28,27.55,1.03,2.02,1.62,NA,0.72,0.95,21.56,47.72,1.26,62.62,0.00,0.00,88.31,NA,NA
2025-01-05 00:00:00,31.74,69.39,5.72,9.20,14.91,13.25,4.88,0.29,27.83,0.91,1.74,1.47,NA,0.72,0.74,21.76,57.29,1.05,116.96,0.00,0.00,114.40,NA,NA
2025-01-06 00:00:00,30.88,83.94,4.65,7.66,12.21,11.03,6.63,0.31,31.77,0.83,1.81,1.26,NA,0.80,0.72,20.82,63.88,1.24,135.82,0.00,0.00,125.13,NA,NA
2025-01-07 00:00:00,29.62,94.66,5.63,9.11,14.79,16.60,7.38,0.37,30.32,0.77,1.98,1.24,NA,0.76,0.96,21.85,56.79,1.09,60.66,0.00,0.00,132.12,NA,NA
2025-01-08 00:00:00,34.18,75.07,8.12,9.98,18.19,16.48,6.96,0.35,35.39,0.86,2.32,1.52,NA,0.82,0.90,22.39,45.36,1.36,39.98,0.00,0.00,132.79,NA,NA
2025-01-09 00:00:00,31.80,77.47,6.81,8.70,15.56,16.11,8.13,0.33,30.28,0.68,2.03,1.59,NA,0.79,0.93,20.20,51.78,1.33,66.91,0.00,0.00,109.56,NA,NA
2025-01-10 00:00:00,28.13,67.98,5.65,8.76,14.13,14.87,9.25,0.32,27.25,0.61,1.64,1.34,NA,0.66,0.90,20.01,61.34,1.38,80.94,0.00,0.00,99.01,NA,NA
